SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
319028,1,Cash loans,M,Y,Y,0,180000.0,497520.0,33376.5,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.030755,-11550,-616,-5976.0,-2388,1.0,1,1,1,1,0,0,Drivers,2.0,2,2,TUESDAY,12,0,0,0,1,1,0,Business Entity Type 3,,0.631274342333963,0.6246146584503397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,-639.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
107036,1,Cash loans,M,Y,N,2,180000.0,592560.0,31153.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.006852,-16067,-4456,-3624.0,-202,22.0,1,1,0,1,0,0,Drivers,4.0,3,3,WEDNESDAY,5,0,0,0,1,1,0,Self-employed,,0.2483621173096618,0.5064842396679806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
453946,1,Cash loans,M,N,Y,0,157500.0,746280.0,54306.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,With parents,0.018801,-10249,-2375,-4595.0,-2570,,1,1,1,1,1,0,Drivers,2.0,2,2,FRIDAY,13,0,0,0,1,1,0,Business Entity Type 3,0.1726640744416359,0.5909850336804,,0.1237,0.1207,0.9876,0.83,0.0912,0.0,0.2759,0.1667,0.2083,0.0729,0.1,0.0632,0.0039,0.0008,0.1261,0.1253,0.9876,0.8367,0.0921,0.0,0.2759,0.1667,0.2083,0.0746,0.1093,0.0658,0.0039,0.0008,0.1249,0.1207,0.9876,0.8323,0.0918,0.0,0.2759,0.1667,0.2083,0.0742,0.1018,0.0643,0.0039,0.0008,reg oper account,block of flats,0.0815,Panel,No,0.0,0.0,0.0,0.0,-1644.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
349486,1,Cash loans,M,N,Y,0,90000.0,159264.0,10498.5,126000.0,Unaccompanied,Working,Higher education,Civil marriage,House / apartment,0.015221,-10460,-1218,-7522.0,-3153,,1,1,1,1,1,0,Managers,2.0,2,2,SUNDAY,11,0,0,0,0,0,0,Business Entity Type 1,0.2052044444744741,0.1666290273901423,0.2276129150623945,0.0619,0.0419,0.9806,0.7348,0.1104,0.06,0.0862,0.1875,0.2292,0.0489,0.0504,0.061,0.0,0.0,0.0126,0.0069,0.9717,0.6276,0.022,0.0,0.069,0.0417,0.0833,0.0408,0.011,0.0129,0.0,0.0,0.0625,0.0419,0.9806,0.7383,0.1111,0.06,0.0862,0.1875,0.2292,0.0497,0.0513,0.0621,0.0,0.0,,block of flats,0.1089,Block,No,1.0,0.0,1.0,0.0,-1339.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,2.0,3.0
173672,1,Cash loans,M,Y,N,1,157500.0,1185120.0,46251.0,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.006207,-10567,-221,-9511.0,-2691,13.0,1,1,0,1,1,0,Drivers,3.0,2,2,MONDAY,11,0,0,0,0,0,0,Business Entity Type 2,,0.6612552713059797,0.4489622731076524,0.0938,0.0132,0.9801,0.728,0.0136,0.0,0.1207,0.1042,0.1458,0.0508,0.0412,0.0469,0.0039,0.021,0.0956,0.004,0.9732,0.6472,0.0138,0.0,0.0345,0.0417,0.0833,0.0519,0.0073,0.0041,0.0039,0.0079,0.0947,0.0132,0.9801,0.7316,0.0137,0.0,0.1207,0.1042,0.1458,0.0517,0.0419,0.0478,0.0039,0.0214,reg oper account,block of flats,0.0047,"Stone, brick",No,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
363746,1,Cash loans,F,Y,Y,0,225000.0,592560.0,32274.0,450000.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.003813,-12758,-1406,-2633.0,-5200,1.0,1,1,0,1,0,0,,2.0,2,2,TUESDAY,5,0,0,0,0,0,0,Other,,0.4120720285494659,,0.0062,,0.9598,,,0.0,0.2069,0.0,,,,0.0054,,,0.0063,,0.9598,,,0.0,0.2069,0.0,,,,0.0057,,,0.0062,,0.9598,,,0.0,0.2069,0.0,,,,0.0055,,,,block of flats,0.0043,Mixed,No,2.0,0.0,2.0,0.0,-1685.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
323519,1,Cash loans,M,N,Y,0,135000.0,284400.0,18643.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020246,-21719,-962,-12326.0,-3935,,1,1,0,1,0,0,Drivers,2.0,3,3,WEDNESDAY,7,0,0,0,0,0,0,Transport: type 3,,0.0335213315480106,0.5190973382084597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-355.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
234292,1,Cash loans,F,N,N,0,112500.0,450000.0,35554.5,450000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.00496,-10461,-2553,-3071.0,-3113,,1,1,1,1,1,0,Medicine staff,2.0,2,2,MONDAY,13,0,0,0,0,1,1,Security Ministries,0.4019403880871655,0.1407366515448258,0.1183643263674006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-1157.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
126181,1,Cash loans,M,Y,Y,0,112500.0,495000.0,23944.5,495000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.015221,-15492,-956,-8036.0,-4689,12.0,1,1,1,1,1,0,Drivers,2.0,2,2,TUESDAY,8,0,0,0,0,0,0,Business Entity Type 3,,0.1602846121486618,0.5602843280409464,0.1031,0.096,0.9786,0.7076,0.0115,0.0,0.2069,0.1667,0.2083,0.0939,0.0824,0.0818,0.0077,0.0067,0.105,0.0996,0.9786,0.7190000000000001,0.0116,0.0,0.2069,0.1667,0.2083,0.096,0.09,0.0852,0.0078,0.0071,0.1041,0.096,0.9786,0.7115,0.0116,0.0,0.2069,0.1667,0.2083,0.0955,0.0838,0.0832,0.0078,0.0069,reg oper account,block of flats,0.072,Block,No,3.0,1.0,3.0,1.0,-500.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
182552,1,Cash loans,M,N,Y,1,90000.0,458725.5,27873.0,396000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.006852,-13125,-474,-1394.0,-3368,,1,1,0,1,0,0,Laborers,3.0,3,3,FRIDAY,10,0,0,0,0,1,1,Housing,,0.4663548590350746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-291.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
433946,1,Cash loans,M,Y,N,0,180000.0,450000.0,22977.0,450000.0,Family,Working,Secondary / secondary special,Married,Municipal apartment,0.0116569999999999,-18106,-241,-1927.0,-1634,37.0,1,1,0,1,1,0,Laborers,2.0,1,1,SUNDAY,10,0,0,0,0,1,1,Construction,,0.5371954021594545,0.3910549766342248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
224221,1,Cash loans,F,N,Y,0,180000.0,898735.5,48883.5,738000.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.0072739999999999,-19686,-956,-9059.0,-3185,,1,1,0,1,1,0,Laborers,2.0,2,2,WEDNESDAY,11,0,0,0,0,1,1,Industry: type 3,,0.6157529399894233,0.3944954053123993,0.099,0.1706,0.9871,0.8232,0.0148,0.0,0.2414,0.125,0.0417,0.0677,0.0807,0.1086,0.0,0.0,0.1008,0.1771,0.9871,0.8301,0.0149,0.0,0.2414,0.125,0.0417,0.0692,0.0882,0.1132,0.0,0.0,0.0999,0.1706,0.9871,0.8256,0.0148,0.0,0.2414,0.125,0.0417,0.0688,0.0821,0.1106,0.0,0.0,reg oper account,block of flats,0.0935,"Stone, brick",No,4.0,0.0,4.0,0.0,-424.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0
374554,1,Cash loans,M,N,Y,0,112500.0,659610.0,24363.0,472500.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.02461,-19790,-1861,-3584.0,-2388,,1,1,0,1,0,0,Laborers,1.0,2,2,FRIDAY,10,0,0,0,0,0,0,Construction,,0.2139445571059103,,0.1237,0.0669,0.9796,,,0.0,0.069,0.1667,,0.0745,,0.0643,,0.0,0.1261,0.0694,0.9796,,,0.0,0.069,0.1667,,0.0762,,0.067,,0.0,0.1249,0.0669,0.9796,,,0.0,0.069,0.1667,,0.0758,,0.0655,,0.0,,block of flats,0.0571,"Stone, brick",No,1.0,0.0,1.0,0.0,-2482.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
364317,1,Cash loans,M,N,N,0,180000.0,1006920.0,48573.0,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.04622,-17228,-3654,-1841.0,-775,,1,1,1,1,1,0,Security staff,2.0,1,1,FRIDAY,16,0,0,0,0,1,1,Business Entity Type 3,,0.6571039841587661,0.4066174366275036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-452.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
222370,1,Cash loans,M,N,Y,0,135000.0,592560.0,35937.0,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.02461,-19502,-222,-8192.0,-846,,1,1,0,1,0,0,Laborers,2.0,2,2,FRIDAY,10,0,0,0,0,0,0,Housing,,0.385762520825027,0.3944954053123993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,4.0,1.0,-583.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
159436,1,Cash loans,F,N,Y,0,135000.0,864000.0,25393.5,864000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.014464,-19381,-5722,-2467.0,-2801,,1,1,0,1,0,0,Cooking staff,2.0,2,2,THURSDAY,4,0,0,0,0,1,1,Self-employed,,0.5467869696283774,0.6801388218428291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1191.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
427055,1,Cash loans,M,Y,Y,1,180000.0,696528.0,50814.0,630000.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.025164,-17395,-3243,-9940.0,-938,5.0,1,1,0,1,0,0,Drivers,3.0,2,2,WEDNESDAY,8,0,0,0,0,0,0,Construction,,0.6094059934141054,,0.0567,0.0675,0.9801,,,0.0,0.1379,0.1667,,0.0111,,0.0562,,0.0031,0.0578,0.0701,0.9801,,,0.0,0.1379,0.1667,,0.0113,,0.0586,,0.0033,0.0573,0.0675,0.9801,,,0.0,0.1379,0.1667,,0.0113,,0.0572,,0.0031,,block of flats,0.045,Panel,No,4.0,1.0,4.0,1.0,-1447.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
147275,1,Cash loans,F,Y,Y,1,135000.0,545040.0,26509.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.0072739999999999,-11810,-648,-5037.0,-4439,13.0,1,1,1,1,1,0,Sales staff,2.0,2,2,SATURDAY,12,0,0,0,0,1,1,Trade: type 2,,0.3120742079930915,0.2366108235287817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-179.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
290996,1,Cash loans,M,N,Y,0,157500.0,835380.0,23571.0,675000.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.026392,-15573,-3876,-3156.0,-4133,,1,1,0,1,1,0,Managers,2.0,2,2,TUESDAY,13,0,0,0,0,0,0,University,0.6536558069449918,0.6492773549136059,0.5190973382084597,0.0722,,0.9762,,,0.0,0.1379,0.1667,,,,0.0664,,0.0,0.0735,,0.9762,,,0.0,0.1379,0.1667,,,,0.0692,,0.0,0.0729,,0.9762,,,0.0,0.1379,0.1667,,,,0.0676,,0.0,,block of flats,0.0523,"Stone, brick",No,0.0,0.0,0.0,0.0,-2583.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
